date,securities_code,securities_name,buy,sell
2021-11-03,9943  ,好樂迪          ,"27,000","15,000",
2021-11-03,1463  ,強盛            ,"14,000","3,000",
2021-11-03,3032  ,偉訓            ,"15,000","4,000",
2021-11-03,4438  ,廣越            ,"34,000","23,000",
2021-11-03,5515  ,建國            ,"14,000","3,000",
2021-11-03,"=""00865B""",國泰US短期公債  ,"10,000",0,
2021-11-03,"=""036730""",健策凱基11購01  ,"10,000",0,
2021-11-03,"=""038017""",全新凱基0C購03  ,"10,000",0,
2021-11-03,"=""047075""",GIS群益14購01   ,"10,000",0,
2021-11-03,1225  ,福懋油          ,"47,000","37,000",
2021-11-03,2904  ,匯僑            ,"13,000","3,000",
2021-11-03,6166  ,凌華            ,"26,000","16,845",
2021-11-03,1460  ,宏遠            ,"231,000","222,000",
2021-11-03,2228  ,劍麟            ,"22,000","13,000",
2021-11-03,2816  ,旺旺保          ,"14,000","5,000",
2021-11-03,9955  ,佳龍            ,"12,000","3,000",
2021-11-03,"=""00710B""",FH彭博高收益債  ,"8,000",0,
2021-11-03,"=""08595P""",慧洋凱基14售04  ,"8,000",0,
2021-11-03,2727  ,王品            ,"38,000","30,000",
2021-11-03,3557  ,嘉威            ,"14,000","6,000",
2021-11-03,4942  ,嘉彰            ,"56,000","48,000",
2021-11-03,911622,泰聚亨-DR       ,"8,000",0,
2021-11-03,"=""08779P""",萬海元大18售02  ,"7,000",0,
2021-11-03,1603  ,華電            ,"50,000","43,000",
2021-11-03,1732  ,毛寶            ,"36,000","29,000",
2021-11-03,4766  ,南寶            ,"17,000","10,000",
2021-11-03,6598  ,ABC-KY          ,"27,000","20,000",
2021-11-03,2379  ,瑞昱            ,"623,473","617,453",
2021-11-03,"=""08848P""",長榮凱基18售02  ,"6,000",0,
2021-11-03,2929  ,淘帝-KY         ,"21,000","15,000",
2021-11-03,4755  ,三福化          ,"13,000","7,000",
2021-11-03,6449  ,鈺邦            ,"11,000","5,000",
2021-11-03,8104  ,錸寶            ,"20,000","14,000",
2021-11-03,6152  ,百一            ,"15,000","9,879",
2021-11-03,"=""00662 """,富邦NASDAQ      ,"7,000","2,000",
2021-11-03,"=""00762 """,元大全球AI      ,"6,000","1,000",
2021-11-03,"=""030832""",長榮中信0C購02  ,"5,000",0,
2021-11-03,"=""034068""",華新科富邦13購01,"5,000",0,
2021-11-03,"=""050188""",東森元大15購02  ,"5,000",0,
2021-11-03,"=""08646P""",裕民元富17售07  ,"5,000",0,
2021-11-03,1321  ,大洋            ,"18,000","13,000",
2021-11-03,2114  ,鑫永銓          ,"19,000","14,000",
2021-11-03,3002  ,歐格            ,"9,000","4,000",
2021-11-03,4571  ,鈞興-KY         ,"7,000","2,000",
2021-11-03,6605  ,帝寶            ,"30,000","25,000",
2021-11-03,1808  ,潤隆            ,"27,000","22,120",
2021-11-03,8131  ,福懋科          ,"44,000","39,685",
2021-11-03,"=""00686R""",群益臺灣加權反1 ,"4,000",0,
2021-11-03,"=""07196P""",長榮富邦12售04  ,"4,000",0,
2021-11-03,"=""08474P""",大成鋼凱基14售07,"4,000",0,
2021-11-03,"=""08757P""",中鴻國票15售02  ,"4,000",0,
2021-11-03,1733  ,五鼎            ,"7,000","3,000",
2021-11-03,4164  ,承業醫          ,"13,000","9,000",
2021-11-03,5215  ,科嘉-KY         ,"11,000","7,000",
2021-11-03,6230  ,尼得科超眾      ,"5,000","1,000",
2021-11-03,9944  ,新麗            ,"7,000","3,000",
2021-11-03,1476  ,儒鴻            ,"194,278","191,063",
2021-11-03,5269  ,祥碩            ,"134,595","131,513",
2021-11-03,"=""00670L""",富邦NASDAQ正2   ,"8,000","5,000",
2021-11-03,"=""049261""",泰鼎元大18購01  ,"3,000",0,
2021-11-03,"=""08869P""",宏達電元富16售03,"8,000","5,000",
2021-11-03,1786  ,科妍            ,"8,000","5,000",
2021-11-03,3036A ,文曄甲特        ,"3,000",0,
2021-11-03,3055  ,蔚華科          ,"6,000","3,000",
2021-11-03,4560  ,強信-KY         ,"43,000","40,000",
2021-11-03,6579  ,研揚            ,"5,000","2,000",
2021-11-03,9110  ,越南控-DR       ,"3,000",0,
2021-11-03,9925  ,新保            ,"19,000","16,000",
2021-11-03,1615  ,大山            ,"5,480","3,000",
2021-11-03,6409  ,旭隼            ,"157,347","155,150",
2021-11-03,6141  ,柏承            ,"11,000","8,907",
2021-11-03,"=""0055  """,元大MSCI金融    ,"2,000",0,
2021-11-03,"=""00668 """,國泰美國道瓊    ,"2,000",0,
2021-11-03,"=""020029""",元大ESG高股息N  ,"2,000",0,
2021-11-03,"=""047055""",永冠群益16購01  ,"2,000",0,
2021-11-03,"=""050092""",微星兆豐15購01  ,"2,000",0,
2021-11-03,"=""050402""",長榮第一1B購01  ,"2,000",0,
2021-11-03,"=""08860P""",宏達電國票14售03,"2,000",0,
2021-11-03,1442  ,名軒            ,"247,000","245,000",
2021-11-03,2236  ,百達-KY         ,"2,000",0,
2021-11-03,2459  ,敦吉            ,"14,000","12,000",
2021-11-03,2705  ,六福            ,"6,000","4,000",
2021-11-03,2936  ,客思達-KY       ,"7,000","5,000",
2021-11-03,4545  ,銘鈺            ,"2,000",0,
2021-11-03,"=""00680L""",元大美債20正2   ,"1,000",0,
2021-11-03,"=""00713 """,元大台灣高息低波,"4,000","3,000",
2021-11-03,"=""039610""",景碩中信13購01  ,"1,000",0,
2021-11-03,"=""042441""",岱宇凱基13購01  ,"1,000",0,
2021-11-03,"=""045007""",華通統一15購01  ,"1,000",0,
2021-11-03,"=""045827""",永光永豐13購05  ,"1,000",0,
2021-11-03,"=""047486""",上緯控群益15購01,"1,000",0,
2021-11-03,"=""048498""",元石油元大17購01,"1,000",0,
2021-11-03,"=""048642""",技嘉元大16購02  ,"1,000",0,
2021-11-03,"=""049152""",惠特統一16購01  ,"1,000",0,
2021-11-03,"=""049260""",上緯控元大14購01,"1,000",0,
2021-11-03,"=""049413""",長榮群益14購03  ,"1,000",0,
2021-11-03,"=""049701""",啟碁永豐14購01  ,"1,000",0,
2021-11-03,"=""049880""",威盛元大15購01  ,"1,000",0,
2021-11-03,"=""06860P""",臺股指凱基11售06,"1,000",0,
2021-11-03,1323  ,永裕            ,"8,000","7,000",
2021-11-03,1541  ,錩泰            ,"1,000",0,
2021-11-03,1805  ,寶徠            ,"1,000",0,
2021-11-03,2106  ,建大            ,"70,000","69,000",
2021-11-03,2514  ,龍邦            ,"10,000","9,000",
2021-11-03,2887E ,台新戊特        ,"1,000",0,
2021-11-03,3004  ,豐達科          ,"4,000","3,000",
2021-11-03,3528  ,安馳            ,"1,000",0,
2021-11-03,4148  ,全宇生技-KY     ,"2,000","1,000",
2021-11-03,4439  ,冠星-KY         ,"2,000","1,000",
2021-11-03,4562  ,穎漢            ,"2,000","1,000",
2021-11-03,4976  ,佳凌            ,"368,000","367,000",
2021-11-03,4994  ,傳奇            ,"3,000","2,000",
2021-11-03,5906  ,台南-KY         ,"1,000",0,
2021-11-03,6698  ,旭暉應材        ,"8,000","7,000",
2021-11-03,6754  ,匯僑設計        ,"7,000","6,000",
2021-11-03,8374  ,羅昇            ,"1,000",0,
2021-11-03,911868,同方友友-DR     ,"19,000","18,000",
2021-11-03,8473  ,山林水          ,"9,000","8,520",
2021-11-03,2433  ,互盛電          ,"6,000","5,897",
2021-11-03,3018  ,同開            ,58,0,
2021-11-03,"=""00632R""",元大台灣50反1   ,"5,218,000","32,500,000",
2021-11-03,2603  ,長榮            ,"30,661,621","44,481,907",
2021-11-03,3037  ,欣興            ,"17,515,863","28,294,574",
2021-11-03,2614  ,東森            ,"7,893,300","16,620,800",
2021-11-03,2601  ,益航            ,"2,359,000","10,007,000",
2021-11-03,2369  ,菱生            ,"1,547,000","9,161,729",
2021-11-03,2834  ,臺企銀          ,"1,615,414","7,363,345",
2021-11-03,2401  ,凌陽            ,"5,353,200","10,803,612",
2021-11-03,2605  ,新興            ,"4,992,000","9,973,000",
2021-11-03,2883  ,開發金          ,"5,241,885","10,026,103",
2021-11-03,5608  ,四維航          ,"3,974,000","8,275,000",
2021-11-03,1909  ,榮成            ,"2,066,000","5,982,000",
2021-11-03,3062  ,建漢            ,"2,994,000","6,757,766",
2021-11-03,2486  ,一詮            ,"7,195,919","10,704,000",
2021-11-03,3576  ,聯合再生        ,"678,040","4,179,019",
2021-11-03,2611  ,志信            ,"1,534,000","5,026,000",
2021-11-03,2617  ,台航            ,"2,117,000","5,503,000",
2021-11-03,2881  ,富邦金          ,"2,929,020","6,256,452",
2021-11-03,2880  ,華南金          ,"1,091,040","4,413,000",
2021-11-03,2308  ,台達電          ,"4,365,328","7,686,022",
2021-11-03,2888  ,新光金          ,"4,008,440","7,023,000",
2021-11-03,2607  ,榮運            ,"3,015,000","6,012,000",
2021-11-03,1303  ,南亞            ,"2,515,439","5,490,144",
2021-11-03,3711  ,日月光投控      ,"1,858,975","4,408,550",
2021-11-03,1101  ,台泥            ,"752,400","3,284,405",
2021-11-03,2637  ,慧洋-KY         ,"3,936,000","6,446,000",
2021-11-03,2886  ,兆豐金          ,"3,863,468","6,352,000",
2021-11-03,2615  ,萬海            ,"12,669,834","15,124,700",
2021-11-03,1718  ,中纖            ,"2,114,000","4,503,680",
2021-11-03,2887  ,台新金          ,"2,937,323","5,321,172",
2021-11-03,3305  ,昇貿            ,"3,358,000","5,620,000",
2021-11-03,"=""00882 """,中信中國高股息  ,"1,185,313","3,441,000",
2021-11-03,4915  ,致伸            ,"630,000","2,773,682",
2021-11-03,2303  ,聯電            ,"25,293,736","27,278,785",
2021-11-03,5880  ,合庫金          ,"1,203,739","3,169,345",
2021-11-03,6443  ,元晶            ,"8,232,575","10,183,434",
2021-11-03,2412  ,中華電          ,"1,836,075","3,703,000",
2021-11-03,1326  ,台化            ,"896,300","2,760,411",
2021-11-03,1216  ,統一            ,"1,631,914","3,425,442",
2021-11-03,3031  ,佰鴻            ,"1,708,000","3,496,000",
2021-11-03,1402  ,遠東新          ,"1,048,249","2,707,000",
2021-11-03,2449  ,京元電子        ,"6,058,000","7,710,129",
2021-11-03,3149  ,正達            ,"180,000","1,709,000",
2021-11-03,6282  ,康舒            ,"5,857,000","7,247,633",
2021-11-03,1229  ,聯華            ,"583,011","1,955,700",
2021-11-03,2377  ,微星            ,"3,624,211","4,985,761",
2021-11-03,2606  ,裕民            ,"4,963,583","6,288,363",
2021-11-03,2441  ,超豐            ,"737,000","1,976,595",
2021-11-03,"=""00896 """,中信綠能及電動車,0,"1,195,000",
2021-11-03,2382  ,廣達            ,"1,009,706","2,188,000",
2021-11-03,3016  ,嘉晶            ,"2,834,213","4,002,804",
2021-11-03,3545  ,敦泰            ,"1,516,200","2,649,281",
2021-11-03,2436  ,偉詮電          ,"1,944,000","3,074,000",
2021-11-03,"=""00715L""",期街口布蘭特正2 ,"1,754,000","2,846,000",
2021-11-03,6239  ,力成            ,"1,404,299","2,479,000",
2021-11-03,6168  ,宏齊            ,"1,373,000","2,445,000",
2021-11-03,3704  ,合勤控          ,"2,599,000","3,668,686",
2021-11-03,9904  ,寶成            ,"748,141","1,790,110",
2021-11-03,2328  ,廣宇            ,"980,000","2,010,631",
2021-11-03,2890  ,永豐金          ,"2,848,773","3,869,000",
2021-11-03,2414  ,精技            ,"277,000","1,220,000",
2021-11-03,2356  ,英業達          ,"1,535,803","2,478,000",
2021-11-03,3673  ,TPK-KY          ,"420,000","1,361,710",
2021-11-03,4739  ,康普            ,"4,276,824","5,183,000",
2021-11-03,4938  ,和碩            ,"1,434,003","2,286,707",
2021-11-03,2612  ,中航            ,"1,131,000","1,978,000",
2021-11-03,2374  ,佳能            ,"1,350,000","2,175,799",
2021-11-03,2642  ,宅配通          ,"620,000","1,440,000",
2021-11-03,"=""00878 """,國泰永續高股息  ,"453,000","1,271,000",
2021-11-03,3701  ,大眾控          ,"1,338,000","2,128,375",
2021-11-03,2801  ,彰銀            ,"1,025,345","1,787,000",
2021-11-03,2634  ,漢翔            ,"394,000","1,138,000",
2021-11-03,9919  ,康那香          ,"84,000","821,000",
2021-11-03,"=""00881 """,國泰台灣5G+     ,"171,200","854,750",
2021-11-03,1714  ,和桐            ,"1,089,000","1,766,000",
2021-11-03,6285  ,啟碁            ,"2,403,064","3,075,755",
2021-11-03,"=""00885 """,富邦越南        ,"70,350","726,000",
2021-11-03,2885  ,元大金          ,"3,338,138","3,989,956",
2021-11-03,2823  ,中壽            ,"3,812,494","4,445,852",
2021-11-03,"=""00712 """,FH富時不動產    ,"70,000","703,000",
2021-11-03,8261  ,富鼎            ,"1,290,100","1,907,000",
2021-11-03,3653  ,健策            ,"754,000","1,367,000",
2021-11-03,2368  ,金像電          ,"2,079,000","2,681,607",
2021-11-03,2636  ,台驊投控        ,"2,252,000","2,853,803",
2021-11-03,2357  ,華碩            ,"1,225,708","1,813,508",
2021-11-03,1611  ,中電            ,"1,942,000","2,520,000",
2021-11-03,2884  ,玉山金          ,"2,602,959","3,149,335",
2021-11-03,4934  ,太極            ,"465,000","1,008,428",
2021-11-03,2312  ,金寶            ,"6,597,000","7,135,000",
2021-11-03,"=""00650L""",FH香港正2       ,"69,000","606,000",
2021-11-03,8046  ,南電            ,"2,360,496","2,888,481",
2021-11-03,2497  ,怡利電          ,"304,000","826,000",
2021-11-03,"=""00892 """,富邦台灣半導體  ,"119,000","637,000",
2021-11-03,1451  ,年興            ,"18,000","531,000",
2021-11-03,5876  ,上海商銀        ,"1,019,721","1,531,428",
2021-11-03,3682  ,亞太電          ,"296,121","801,581",
2021-11-03,2455  ,全新            ,"1,520,004","2,020,000",
2021-11-03,"=""032717""",長榮群益0B購08  ,0,"499,000",
2021-11-03,3011  ,今皓            ,"251,000","722,000",
2021-11-03,2520  ,冠德            ,"310,000","770,700",
2021-11-03,2049  ,上銀            ,"278,087","717,000",
2021-11-03,5258  ,虹堡            ,"539,000","944,000",
2021-11-03,2608  ,嘉里大榮        ,"884,000","1,284,000",
2021-11-03,6477  ,安集            ,"1,087,000","1,477,000",
2021-11-03,3406  ,玉晶光          ,"350,000","731,113",
2021-11-03,1609  ,大亞            ,"3,248,000","3,625,000",
2021-11-03,2101  ,南港            ,"96,000","446,000",
2021-11-03,2912  ,統一超          ,"717,201","1,066,730",
2021-11-03,2105  ,正新            ,"800,290","1,148,000",
2021-11-03,2439  ,美律            ,"519,427","866,723",
2021-11-03,1102  ,亞泥            ,"1,512,829","1,856,149",
2021-11-03,5222  ,全訊            ,"163,000","506,000",
2021-11-03,9105  ,泰金寶-DR       ,"10,000","348,000",
2021-11-03,2033  ,佳大            ,"526,000","858,000",
2021-11-03,8367  ,建新國際        ,"497,000","827,000",
2021-11-03,"=""00752 """,中信中國50      ,"39,000","352,000",
2021-11-03,4906  ,正文            ,"700,000","1,005,733",
2021-11-03,2836  ,高雄銀          ,"13,000","318,000",
2021-11-03,2201  ,裕隆            ,"243,000","541,000",
2021-11-03,1477  ,聚陽            ,"549,631","843,463",
2021-11-03,"=""00692 """,富邦公司治理    ,"109,000","402,000",
2021-11-03,3532  ,台勝科          ,"414,000","688,723",
2021-11-03,3019  ,亞光            ,"711,835","983,017",
2021-11-03,2542  ,興富發          ,"403,000","673,000",
2021-11-03,6531  ,愛普*           ,"1,588,310","1,851,020",
2021-11-03,2613  ,中櫃            ,"204,000","452,000",
2021-11-03,6176  ,瑞儀            ,"480,000","727,668",
2021-11-03,"=""00655L""",國泰中國A50正2  ,"65,000","311,000",
2021-11-03,3050  ,鈺德            ,"380,000","624,000",
2021-11-03,8454  ,富邦媒          ,"238,810","482,341",
2021-11-03,3607  ,谷崧            ,"335,000","576,000",
2021-11-03,6283  ,淳安            ,"217,000","450,904",
2021-11-03,"=""00642U""",期元大S&P石油   ,"4,000","235,000",
2021-11-03,2413  ,環科            ,"178,000","401,909",
2021-11-03,2633  ,台灣高鐵        ,"1,035,073","1,258,234",
2021-11-03,6202  ,盛群            ,"526,000","745,000",
2021-11-03,2609  ,陽明            ,"20,689,171","20,903,020",
2021-11-03,"=""00891 """,中信關鍵半導體  ,"228,000","441,180",
2021-11-03,2458  ,義隆            ,"359,000","564,483",
2021-11-03,"=""00665L""",富邦恒生國企正2 ,"76,000","280,000",
2021-11-03,1467  ,南緯            ,"15,000","219,000",
2021-11-03,6271  ,同欣電          ,"1,257,870","1,456,763",
2021-11-03,2338  ,光罩            ,"3,160,000","3,355,820",
2021-11-03,5522  ,遠雄            ,"292,600","485,172",
2021-11-03,"=""00753L""",中信中國50正2   ,"42,000","233,000",
2021-11-03,"=""00635U""",期元大S&P黃金   ,"29,000","218,000",
2021-11-03,3027  ,盛達            ,"212,000","398,000",
2021-11-03,3003  ,健和興          ,"1,231,000","1,414,889",
2021-11-03,3686  ,達能            ,"3,000","182,000",
2021-11-03,6525  ,捷敏-KY         ,"442,000","619,000",
2021-11-03,3708  ,上緯投控        ,"240,020","415,000",
2021-11-03,2527  ,宏璟            ,"168,000","342,000",
2021-11-03,2892  ,第一金          ,"2,942,358","3,116,343",
2021-11-03,2103  ,台橡            ,"654,000","825,000",
2021-11-03,6504  ,南六            ,"11,000","177,000",
2021-11-03,2723  ,美食-KY         ,"176,000","335,000",
2021-11-03,2841  ,台開            ,"281,000","436,000",
2021-11-03,3515  ,華擎            ,"367,000","517,815",
2021-11-03,4952  ,凌通            ,"306,000","454,000",
2021-11-03,4414  ,如興            ,"536,000","676,000",
2021-11-03,2881C ,富邦金丙特      ,"49,106","186,614",
2021-11-03,2504  ,國產            ,"528,000","661,000",
2021-11-03,6414  ,樺漢            ,"240,000","366,000",
2021-11-03,"=""00633L""",富邦上証正2     ,"249,000","369,000",
2021-11-03,2108  ,南帝            ,"644,000","763,996",
2021-11-03,"=""006205""",富邦上証        ,"25,000","142,000",
2021-11-03,2107  ,厚生            ,"9,000","125,000",
2021-11-03,1598  ,岱宇            ,"183,000","293,000",
2021-11-03,3025  ,星通            ,"138,000","247,000",
2021-11-03,2905  ,三商            ,"61,000","162,000",
2021-11-03,2903  ,遠百            ,"72,000","171,000",
2021-11-03,5243  ,乙盛-KY         ,"265,000","364,000",
2021-11-03,8926  ,台汽電          ,"16,000","114,000",
2021-11-03,1528  ,恩德            ,"124,000","218,000",
2021-11-03,4943  ,康控-KY         ,"65,000","159,000",
2021-11-03,1316  ,上曜            ,"176,000","269,000",
2021-11-03,1103  ,嘉泥            ,"89,000","178,000",
2021-11-03,6491  ,晶碩            ,"548,000","636,000",
2021-11-03,8422  ,可寧衛          ,"372,000","459,000",
2021-11-03,1773  ,勝一            ,"7,000","93,000",
2021-11-03,3605  ,宏致            ,"306,000","392,000",
2021-11-03,9924  ,福興            ,"22,000","107,000",
2021-11-03,4142  ,國光生          ,"467,000","550,000",
2021-11-03,6416  ,瑞祺電通        ,"34,000","116,000",
2021-11-03,5434  ,崇越            ,"64,000","144,000",
2021-11-03,6706  ,惠特            ,"1,090,000","1,169,000",
2021-11-03,2009  ,第一銅          ,"874,000","949,000",
2021-11-03,2430  ,燦坤            ,"373,000","444,000",
2021-11-03,6669  ,緯穎            ,"491,143","560,300",
2021-11-03,9914  ,美利達          ,"262,000","329,000",
2021-11-03,1590  ,亞德客-KY       ,"673,066","739,482",
2021-11-03,"=""00708L""",期元大S&P黃金正2,"3,000","68,000",
2021-11-03,6743  ,安普新          ,"18,000","82,000",
2021-11-03,5521  ,工信            ,"105,000","167,848",
2021-11-03,1434  ,福懋            ,"468,316","529,000",
2021-11-03,"=""00733 """,富邦臺灣中小    ,"63,000","122,000",
2021-11-03,9905  ,大華            ,"8,000","66,000",
2021-11-03,3024  ,憶聲            ,"121,000","177,000",
2021-11-03,2206  ,三陽工業        ,"49,000","102,000",
2021-11-03,9917  ,中保科          ,"62,000","114,000",
2021-11-03,1307  ,三芳            ,"7,000","58,000",
2021-11-03,5907  ,大洋-KY         ,"7,000","57,000",
2021-11-03,"=""00639 """,富邦深100       ,"38,000","87,000",
2021-11-03,1725  ,元禎            ,"10,000","58,000",
2021-11-03,4989  ,榮科            ,"214,000","262,000",
2021-11-03,1218  ,泰山            ,"7,000","54,000",
2021-11-03,2241  ,艾姆勒          ,"4,000","51,000",
2021-11-03,2501  ,國建            ,"38,000","85,000",
2021-11-03,4526  ,東台            ,"10,000","57,000",
2021-11-03,2302  ,麗正            ,"119,000","165,881",
2021-11-03,1109  ,信大            ,"54,000","100,000",
2021-11-03,8404  ,百和興業-KY     ,"21,000","67,000",
2021-11-03,9927  ,泰銘            ,"13,000","59,000",
2021-11-03,2923  ,鼎固-KY         ,0,"45,000",
2021-11-03,1529  ,樂士            ,"13,000","57,000",
2021-11-03,1441  ,大東            ,0,"43,000",
2021-11-03,"=""00757 """,統一FANG+       ,"27,000","69,000",
2021-11-03,1783  ,和康生          ,"12,000","54,000",
2021-11-03,2405  ,浩鑫            ,"134,000","175,958",
2021-11-03,6196  ,帆宣            ,"83,000","124,874",
2021-11-03,2426  ,鼎元            ,"860,000","901,786",
2021-11-03,3321  ,同泰            ,0,"40,000",
2021-11-03,"=""006208""",富邦台50        ,"72,207","111,353",
2021-11-03,1537  ,廣隆            ,"10,000","48,000",
2021-11-03,2239  ,英利-KY         ,"19,000","57,000",
2021-11-03,2450  ,神腦            ,"5,000","43,000",
2021-11-03,"=""00876 """,元大未來關鍵科技,"90,000","125,000",
2021-11-03,4930  ,燦星網          ,"2,000","37,000",
2021-11-03,2539  ,櫻花建          ,"11,000","45,279",
2021-11-03,9912  ,偉聯            ,0,"34,000",
2021-11-03,1618  ,合機            ,"25,000","58,000",
2021-11-03,2908  ,特力            ,"36,000","68,000",
2021-11-03,6197  ,佳必琪          ,"4,000","35,907",
2021-11-03,8464  ,億豐            ,"281,000","312,586",
2021-11-03,2395  ,研華            ,"266,705","298,246",
2021-11-03,1454  ,台富            ,0,"31,000",
2021-11-03,"=""00737 """,國泰AI+Robo     ,"1,000","30,000",
2021-11-03,6165  ,浪凡            ,"165,000","194,000",
2021-11-03,8222  ,寶一            ,"1,000","30,000",
2021-11-03,2480  ,敦陽科          ,"16,000","44,000",
2021-11-03,5288  ,豐祥-KY         ,"7,000","35,000",
2021-11-03,6781  ,AES-KY          ,"66,000","94,000",
2021-11-03,6115  ,鎰勝            ,"17,000","44,000",
2021-11-03,2444  ,兆勁            ,0,"26,000",
2021-11-03,4155  ,訊映            ,"1,000","27,000",
2021-11-03,910861,神州-DR         ,0,"26,000",
2021-11-03,2706  ,第一店          ,"16,000","41,000",
2021-11-03,"=""0052  """,富邦科技        ,0,"24,000",
2021-11-03,"=""00735 """,國泰臺韓科技    ,"20,000","44,000",
2021-11-03,2548  ,華固            ,"68,000","92,000",
2021-11-03,"=""00700 """,富邦恒生國企    ,0,"23,000",
2021-11-03,6541  ,泰福-KY         ,"8,000","31,000",
2021-11-03,1527  ,鑽全            ,"28,000","50,000",
2021-11-03,3013  ,晟銘電          ,"7,038","29,000",
2021-11-03,"=""0061  """,元大寶滬深      ,"2,000","23,000",
2021-11-03,"=""00736 """,國泰新興市場    ,0,"21,000",
2021-11-03,2707  ,晶華            ,"6,000","27,000",
2021-11-03,6189  ,豐藝            ,"27,000","48,000",
2021-11-03,8940  ,新天地          ,0,"21,000",
2021-11-03,"=""038684""",強茂群益13購03  ,0,"20,000",
2021-11-03,1325  ,恆大            ,"55,000","75,000",
2021-11-03,5283  ,禾聯碩          ,"4,000","24,000",
2021-11-03,3036  ,文曄            ,"240,000","259,607",
2021-11-03,6790  ,永豐實          ,"1,000","20,000",
2021-11-03,9908  ,大台北          ,"1,000","20,000",
2021-11-03,9935  ,慶豐富          ,"3,000","22,000",
2021-11-03,1504  ,東元            ,"656,496","674,930",
2021-11-03,1110  ,東泥            ,"34,000","52,000",
2021-11-03,2910  ,統領            ,"2,000","20,000",
2021-11-03,2207  ,和泰車          ,"101,129","118,471",
2021-11-03,1437  ,勤益控          ,0,"17,000",
2021-11-03,1449  ,佳和            ,"2,000","19,000",
2021-11-03,2429  ,銘旺科          ,"1,000","18,000",
2021-11-03,1232  ,大統益          ,0,"16,000",
2021-11-03,1519  ,華城            ,"38,000","54,000",
2021-11-03,2546  ,根基            ,"3,000","19,000",
2021-11-03,2832  ,台產            ,"5,000","21,000",
2021-11-03,3705  ,永信            ,"29,000","45,000",
2021-11-03,4566  ,時碩工業        ,"1,000","17,000",
2021-11-03,5525  ,順天            ,"1,000","17,000",
2021-11-03,"=""00681R""",元大美債20反1   ,0,"15,000",
2021-11-03,1503  ,士電            ,"8,000","23,000",
2021-11-03,1536  ,和大            ,"138,000","153,000",
2021-11-03,1626  ,艾美特-KY       ,0,"15,000",
2021-11-03,5533  ,皇鼎            ,"6,000","21,000",
2021-11-03,5538  ,東明-KY         ,"6,000","21,000",
2021-11-03,6405  ,悅城            ,"54,000","69,000",
2021-11-03,6581  ,鋼聯            ,"5,000","20,000",
2021-11-03,9934  ,成霖            ,"3,000","18,000",
2021-11-03,1445  ,大宇            ,"12,000","26,000",
2021-11-03,1558  ,伸興            ,"6,000","20,000",
2021-11-03,2462  ,良得電          ,"88,000","102,000",
2021-11-03,2493  ,揚博            ,"10,000","24,000",
2021-11-03,3052  ,夆典            ,"2,000","16,000",
2021-11-03,5871A ,中租-KY甲特     ,0,"14,000",
2021-11-03,9930  ,中聯資源        ,0,"13,200",
2021-11-03,9946  ,三發地產        ,"6,000","19,159",
2021-11-03,1726  ,永記            ,"2,000","15,000",
2021-11-03,6024  ,群益期          ,"10,000","23,000",
2021-11-03,6515  ,穎崴            ,"62,000","75,000",
2021-11-03,6005  ,群益證          ,"1,035,526","1,048,000",
2021-11-03,1423  ,利華            ,0,"12,000",
2021-11-03,2461  ,光群雷          ,"51,000","63,000",
2021-11-03,2536  ,宏普            ,"2,000","14,000",
2021-11-03,3296  ,勝德            ,"16,000","28,000",
2021-11-03,6112  ,聚碩            ,"6,000","18,000",
2021-11-03,2616  ,山隆            ,"2,000","13,001",
2021-11-03,"=""020022""",元大電動車N     ,0,"11,000",
2021-11-03,1614  ,三洋電          ,0,"11,000",
2021-11-03,4555  ,氣立            ,"1,000","12,000",
2021-11-03,9910  ,豐泰            ,"194,309","204,813",
2021-11-03,"=""00683L""",期元大美元指正2 ,"3,000","13,000",
2021-11-03,"=""039642""",群創永豐11購03  ,0,"10,000",
2021-11-03,"=""042651""",惠特元大16購01  ,"10,000","20,000",
2021-11-03,"=""046447""",聯發科凱基19購02,0,"10,000",
2021-11-03,1453  ,大將            ,"3,000","13,000",
2021-11-03,1475  ,業旺            ,0,"10,000",
2021-11-03,1587  ,吉茂            ,"3,000","13,000",
2021-11-03,2102  ,泰豐            ,"315,000","325,000",
2021-11-03,2506  ,太設            ,"11,000","21,000",
2021-11-03,2530  ,華建            ,"84,000","94,000",
2021-11-03,2630  ,亞航            ,"36,000","46,000",
2021-11-03,2849  ,安泰銀          ,"19,000","29,000",
2021-11-03,2906  ,高林            ,"1,000","11,000",
2021-11-03,4576  ,大銀微系統      ,"16,000","26,000",
2021-11-03,8467  ,波力-KY         ,0,"10,000",
2021-11-03,9926  ,新海            ,0,"10,000",
2021-11-03,4133  ,亞諾法          ,"61,000","70,180",
2021-11-03,1315  ,達新            ,"2,000","11,000",
2021-11-03,1324  ,地球            ,"1,000","10,000",
2021-11-03,1419  ,新紡            ,"1,000","10,000",
2021-11-03,1535  ,中宇            ,"3,000","12,000",
2021-11-03,2438  ,翔耀            ,"5,000","14,000",
2021-11-03,3308  ,聯德            ,"2,000","11,000",
2021-11-03,4104  ,佳醫            ,"8,000","17,000",
2021-11-03,6133  ,金橋            ,"2,000","11,000",
2021-11-03,9937  ,全國            ,"2,000","11,000",
2021-11-03,"=""006206""",元大上證50      ,"6,000","14,000",
2021-11-03,"=""006207""",FH滬深          ,"4,000","12,000",
2021-11-03,"=""00638R""",元大滬深300反1  ,"8,000","16,000",
